anomaly_type,detection_method,level,study,site_id,country,region,metric,value,zscore,mean,std,severity,description,recommendation,lower_bound,upper_bound
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 524,ROU,EMEA,max_days_outstanding_sum,10.0,,,,HIGH,"max_days_outstanding_sum (10.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 529,ESP,EMEA,max_days_outstanding_sum,29.0,,,,HIGH,"max_days_outstanding_sum (29.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 530,ESP,EMEA,max_days_outstanding_sum,16.0,,,,HIGH,"max_days_outstanding_sum (16.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 535,USA,AMERICA,max_days_outstanding_sum,25.0,,,,HIGH,"max_days_outstanding_sum (25.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 543,LTU,EMEA,max_days_outstanding_sum,34.0,,,,HIGH,"max_days_outstanding_sum (34.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 549,LTU,EMEA,max_days_outstanding_sum,27.0,,,,HIGH,"max_days_outstanding_sum (27.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 550,LTU,EMEA,max_days_outstanding_sum,19.0,,,,HIGH,"max_days_outstanding_sum (19.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 554,IND,ASIA,max_days_outstanding_sum,12.0,,,,HIGH,"max_days_outstanding_sum (12.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 557,PHL,ASIA,max_days_outstanding_sum,18.0,,,,HIGH,"max_days_outstanding_sum (18.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 580,ITA,EMEA,max_days_outstanding_sum,11.0,,,,HIGH,"max_days_outstanding_sum (11.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 583,NLD,EMEA,max_days_outstanding_sum,43.0,,,,HIGH,"max_days_outstanding_sum (43.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 587,CHE,EMEA,max_days_outstanding_sum,16.0,,,,HIGH,"max_days_outstanding_sum (16.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 59,SGP,ASIA,max_days_outstanding_sum,5.0,,,,HIGH,"max_days_outstanding_sum (5.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 590,GBR,EMEA,max_days_outstanding_sum,81.0,,,,HIGH,"max_days_outstanding_sum (81.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 597,IND,ASIA,max_days_outstanding_sum,18.0,,,,HIGH,"max_days_outstanding_sum (18.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 62,ZAF,EMEA,max_days_outstanding_sum,11.0,,,,HIGH,"max_days_outstanding_sum (11.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 64,ZAF,EMEA,max_days_outstanding_sum,6.0,,,,HIGH,"max_days_outstanding_sum (6.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 775,TWN,ASIA,max_days_outstanding_sum,15.0,,,,HIGH,"max_days_outstanding_sum (15.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 777,TUR,EMEA,max_days_outstanding_sum,24.0,,,,HIGH,"max_days_outstanding_sum (24.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 781,ISR,EMEA,max_days_outstanding_sum,26.0,,,,HIGH,"max_days_outstanding_sum (26.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 784,ISR,EMEA,max_days_outstanding_sum,14.0,,,,HIGH,"max_days_outstanding_sum (14.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 785,ISR,EMEA,max_days_outstanding_sum,61.0,,,,HIGH,"max_days_outstanding_sum (61.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 803,BGR,EMEA,max_days_outstanding_sum,8.0,,,,HIGH,"max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 807,CZE,EMEA,max_days_outstanding_sum,33.0,,,,HIGH,"max_days_outstanding_sum (33.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 808,CZE,EMEA,max_days_outstanding_sum,4.0,,,,HIGH,"max_days_outstanding_sum (4.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 810,CZE,EMEA,max_days_outstanding_sum,11.0,,,,HIGH,"max_days_outstanding_sum (11.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 817,CZE,EMEA,max_days_outstanding_sum,13.0,,,,HIGH,"max_days_outstanding_sum (13.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 824,CZE,EMEA,max_days_outstanding_sum,16.0,,,,HIGH,"max_days_outstanding_sum (16.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 854,HUN,EMEA,max_days_outstanding_sum,15.0,,,,HIGH,"max_days_outstanding_sum (15.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 861,ISR,EMEA,max_days_outstanding_sum,7.0,,,,HIGH,"max_days_outstanding_sum (7.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 863,ISR,EMEA,max_days_outstanding_sum,9.0,,,,HIGH,"max_days_outstanding_sum (9.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 866,ITA,EMEA,max_days_outstanding_sum,6.0,,,,HIGH,"max_days_outstanding_sum (6.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 87,AUT,EMEA,max_days_outstanding_sum,18.0,,,,HIGH,"max_days_outstanding_sum (18.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 870,POL,EMEA,max_days_outstanding_sum,17.0,,,,HIGH,"max_days_outstanding_sum (17.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 878,PRT,EMEA,max_days_outstanding_sum,61.0,,,,HIGH,"max_days_outstanding_sum (61.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 9,THA,ASIA,max_days_outstanding_sum,10.0,,,,HIGH,"max_days_outstanding_sum (10.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 910,ARG,AMERICA,max_days_outstanding_sum,12.0,,,,HIGH,"max_days_outstanding_sum (12.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 913,ARG,AMERICA,max_days_outstanding_sum,67.0,,,,HIGH,"max_days_outstanding_sum (67.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 914,ARG,AMERICA,max_days_outstanding_sum,10.0,,,,HIGH,"max_days_outstanding_sum (10.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 916,ARG,AMERICA,max_days_outstanding_sum,6.0,,,,HIGH,"max_days_outstanding_sum (6.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 918,ARG,AMERICA,max_days_outstanding_sum,77.0,,,,HIGH,"max_days_outstanding_sum (77.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 919,ARG,AMERICA,max_days_outstanding_sum,70.0,,,,HIGH,"max_days_outstanding_sum (70.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 92,POL,EMEA,max_days_outstanding_sum,4.0,,,,HIGH,"max_days_outstanding_sum (4.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 933,BRA,AMERICA,max_days_outstanding_sum,4.0,,,,HIGH,"max_days_outstanding_sum (4.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 934,BRA,AMERICA,max_days_outstanding_sum,5.0,,,,HIGH,"max_days_outstanding_sum (5.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 937,BRA,AMERICA,max_days_outstanding_sum,104.0,,,,HIGH,"max_days_outstanding_sum (104.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 938,BRA,AMERICA,max_days_outstanding_sum,5.0,,,,HIGH,"max_days_outstanding_sum (5.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 941,BRA,AMERICA,max_days_outstanding_sum,68.0,,,,HIGH,"max_days_outstanding_sum (68.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 944,BRA,AMERICA,max_days_outstanding_sum,27.0,,,,HIGH,"max_days_outstanding_sum (27.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 96,POL,EMEA,max_days_outstanding_sum,118.0,,,,HIGH,"max_days_outstanding_sum (118.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 960,CAN,AMERICA,max_days_outstanding_sum,30.0,,,,HIGH,"max_days_outstanding_sum (30.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 967,CAN,AMERICA,max_days_outstanding_sum,42.0,,,,HIGH,"max_days_outstanding_sum (42.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 972,CAN,AMERICA,max_days_outstanding_sum,2.0,,,,HIGH,"max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 973,CAN,AMERICA,max_days_outstanding_sum,9.0,,,,HIGH,"max_days_outstanding_sum (9.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 976,CAN,AMERICA,max_days_outstanding_sum,19.0,,,,HIGH,"max_days_outstanding_sum (19.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 99,POL,EMEA,max_days_outstanding_sum,53.0,,,,HIGH,"max_days_outstanding_sum (53.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 995,COL,AMERICA,max_days_outstanding_sum,31.0,,,,HIGH,"max_days_outstanding_sum (31.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_22,Site 997,COL,AMERICA,max_days_outstanding_sum,48.0,,,,HIGH,"max_days_outstanding_sum (48.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_23,Site 63,CIV,EMEA,max_days_outstanding_sum,85.0,,,,HIGH,"max_days_outstanding_sum (85.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 10,HKG,ASIA,max_days_outstanding_sum,2.0,,,,HIGH,"max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 1034,USA,AMERICA,max_days_outstanding_sum,2.0,,,,HIGH,"max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 1648,IND,ASIA,max_days_outstanding_sum,12.0,,,,HIGH,"max_days_outstanding_sum (12.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 1673,TWN,ASIA,max_days_outstanding_sum,13.0,,,,HIGH,"max_days_outstanding_sum (13.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 1674,TWN,ASIA,max_days_outstanding_sum,7.0,,,,HIGH,"max_days_outstanding_sum (7.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 1791,ISR,EMEA,max_days_outstanding_sum,1.0,,,,HIGH,"max_days_outstanding_sum (1.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2013,USA,AMERICA,max_days_outstanding_sum,3.0,,,,HIGH,"max_days_outstanding_sum (3.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2165,KOR,ASIA,max_days_outstanding_sum,8.0,,,,HIGH,"max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2169,KOR,ASIA,max_days_outstanding_sum,16.0,,,,HIGH,"max_days_outstanding_sum (16.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2176,TUR,EMEA,max_days_outstanding_sum,42.0,,,,HIGH,"max_days_outstanding_sum (42.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2177,TUR,EMEA,max_days_outstanding_sum,2.0,,,,HIGH,"max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2183,CHN,ASIA,max_days_outstanding_sum,3.0,,,,HIGH,"max_days_outstanding_sum (3.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2185,CHN,ASIA,max_days_outstanding_sum,6.0,,,,HIGH,"max_days_outstanding_sum (6.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2186,CHN,ASIA,max_days_outstanding_sum,8.0,,,,HIGH,"max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2187,DEU,EMEA,max_days_outstanding_sum,8.0,,,,HIGH,"max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 2188,ISR,EMEA,max_days_outstanding_sum,2.0,,,,HIGH,"max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 28,AUS,ASIA,max_days_outstanding_sum,13.0,,,,HIGH,"max_days_outstanding_sum (13.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 281,DEU,EMEA,max_days_outstanding_sum,32.0,,,,HIGH,"max_days_outstanding_sum (32.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 326,USA,AMERICA,max_days_outstanding_sum,64.0,,,,HIGH,"max_days_outstanding_sum (64.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 327,USA,AMERICA,max_days_outstanding_sum,30.0,,,,HIGH,"max_days_outstanding_sum (30.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 423,CHN,ASIA,max_days_outstanding_sum,2.0,,,,HIGH,"max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 48,KOR,ASIA,max_days_outstanding_sum,1.0,,,,HIGH,"max_days_outstanding_sum (1.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 49,KOR,ASIA,max_days_outstanding_sum,2.0,,,,HIGH,"max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 5,TUR,EMEA,max_days_outstanding_sum,9.0,,,,HIGH,"max_days_outstanding_sum (9.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 50,KOR,ASIA,max_days_outstanding_sum,32.0,,,,HIGH,"max_days_outstanding_sum (32.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 507,CHN,ASIA,max_days_outstanding_sum,37.0,,,,HIGH,"max_days_outstanding_sum (37.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 51,KOR,ASIA,max_days_outstanding_sum,11.0,,,,HIGH,"max_days_outstanding_sum (11.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 52,KOR,ASIA,max_days_outstanding_sum,44.0,,,,HIGH,"max_days_outstanding_sum (44.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 521,DEU,EMEA,max_days_outstanding_sum,3.0,,,,HIGH,"max_days_outstanding_sum (3.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 522,DEU,EMEA,max_days_outstanding_sum,4.0,,,,HIGH,"max_days_outstanding_sum (4.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 524,ISR,EMEA,max_days_outstanding_sum,3.0,,,,HIGH,"max_days_outstanding_sum (3.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 530,PRT,EMEA,max_days_outstanding_sum,2.0,,,,HIGH,"max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 536,USA,AMERICA,max_days_outstanding_sum,14.0,,,,HIGH,"max_days_outstanding_sum (14.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 558,TUR,EMEA,max_days_outstanding_sum,3.0,,,,HIGH,"max_days_outstanding_sum (3.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 875,DEU,EMEA,max_days_outstanding_sum,19.0,,,,HIGH,"max_days_outstanding_sum (19.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 880,DEU,EMEA,max_days_outstanding_sum,17.0,,,,HIGH,"max_days_outstanding_sum (17.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 883,DEU,EMEA,max_days_outstanding_sum,61.0,,,,HIGH,"max_days_outstanding_sum (61.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 884,DEU,EMEA,max_days_outstanding_sum,32.0,,,,HIGH,"max_days_outstanding_sum (32.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 904,DEU,EMEA,max_days_outstanding_sum,3.0,,,,HIGH,"max_days_outstanding_sum (3.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 955,CAN,AMERICA,max_days_outstanding_sum,33.0,,,,HIGH,"max_days_outstanding_sum (33.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_24,Site 963,CAN,AMERICA,max_days_outstanding_sum,95.0,,,,HIGH,"max_days_outstanding_sum (95.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_5,Site 2,AUS,ASIA,max_days_outstanding_sum,83.0,,,,HIGH,"max_days_outstanding_sum (83.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_5,Site 277,FRA,EMEA,max_days_outstanding_sum,29.0,,,,HIGH,"max_days_outstanding_sum (29.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_5,Site 290,ISR,EMEA,max_days_outstanding_sum,34.0,,,,HIGH,"max_days_outstanding_sum (34.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_5,Site 300,ESP,EMEA,max_days_outstanding_sum,6.0,,,,HIGH,"max_days_outstanding_sum (6.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_5,Site 307,ESP,EMEA,max_days_outstanding_sum,59.0,,,,HIGH,"max_days_outstanding_sum (59.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
STATISTICAL_OUTLIER,IQR,site,Study_5,Site 314,NLD,EMEA,max_days_outstanding_sum,8.0,,,,HIGH,"max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]",Review site for unusual max_days_outstanding_sum pattern,0.0,0.0
