study,site_id,anomaly_count,critical_count,high_count,medium_count,low_count,anomaly_types,type_diversity,anomaly_score,top_anomalies
Study_8,Site 375,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum is 3.3 standard deviations above the mean (5.000 vs mean 0.472); max_days_outstanding_sum is 3.1 standard deviations above the mean (183.000 vs mean 12.455); inactivated_forms_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]"
Study_11,Site 417,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,avg_dqi_score is 3.2 standard deviations above the mean (0.233 vs mean 0.045)
Study_22,Site 446,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum is 4.0 standard deviations above the mean (6.000 vs mean 0.472); missing_pages_count_sum (12.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum is 3.8 standard deviations above the mean (219.000 vs mean 12.455)"
Study_22,Site 2046,3,1,1,1,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum is 4.7 standard deviations above the mean (7.000 vs mean 0.472); missing_pages_count_sum (14.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum is 2.7 standard deviations above the mean (163.000 vs mean 12.455)"
Study_22,Site 2038,3,1,1,1,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum is 2.5 standard deviations above the mean (4.000 vs mean 0.472); missing_pages_count_sum (10.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum is 6.7 standard deviations above the mean (382.000 vs mean 12.455)"
Study_10,Site 29,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"avg_dqi_score is 3.9 standard deviations above the mean (0.278 vs mean 0.045); missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; lab_issues_count_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_16,Site 768,6,1,4,1,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (3.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (15.000) is outside IQR bounds [0.000, 0.000]"
Study_16,Site 756,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_16,Site 755,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]; inactivated_forms_count_sum (35.000) is outside IQR bounds [-1.500, 2.500]"
Study_16,Site 748,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum is 3.6 standard deviations above the mean (208.000 vs mean 12.455); edrr_open_issues_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_16,Site 736,6,0,6,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (3.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (43.000) is outside IQR bounds [0.000, 0.000]; max_days_page_missing_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_16,Site 727,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (65.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (6.000) is outside IQR bounds [0.000, 0.000]"
Study_16,Site 717,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (10.000) is outside IQR bounds [0.000, 0.000]; inactivated_forms_count_sum (9.000) is outside IQR bounds [-1.500, 2.500]"
Study_16,Site 690,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (7.000) is outside IQR bounds [0.000, 0.000]; inactivated_forms_count_sum (71.000) is outside IQR bounds [-1.500, 2.500]"
Study_16,Site 687,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (14.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_16,Site 682,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (19.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (4.000) is outside IQR bounds [0.000, 0.000]"
Study_16,Site 680,5,0,5,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (9.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (3.000) is outside IQR bounds [0.000, 0.000]"
Study_16,Site 621,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (14.000) is outside IQR bounds [0.000, 0.000]; inactivated_forms_count_sum (192.000) is outside IQR bounds [-1.500, 2.500]"
Study_16,Site 606,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (3.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (45.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_11,Site 63,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (17.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1361,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (48.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1328,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1323,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1299,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1258,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (37.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1237,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (13.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1164,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (58.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1107,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (62.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1093,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (77.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1083,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (3.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1078,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1059,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1028,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (22.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 65,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 593,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (9.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 507,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (9.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 502,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (28.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 28,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 206,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 17,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (19.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1631,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (9.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1589,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (56.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1583,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (77.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (4.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1549,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (30.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1493,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1475,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (24.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1447,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (52.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1406,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (43.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 1363,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (9.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1054,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (6.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1042,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (6.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1037,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1022,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 101,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (11.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 10,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (19.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 974,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (3.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (70.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 901,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (34.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 900,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 896,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (19.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 871,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (30.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 800,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (36.000) is outside IQR bounds [0.000, 0.000]"
Study_21,Site 799,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (48.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1346,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (31.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 131,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (5.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1308,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (20.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 129,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (15.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1189,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (18.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1184,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1172,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (3.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (60.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1155,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1153,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1112,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (131.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1110,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (40.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 89,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,subject_count is 3.6 standard deviations above the mean (102.000 vs mean 17.051)
Study_22,Site 1103,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (8.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (5.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 593,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (14.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 581,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (5.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 544,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (35.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 475,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (10.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 474,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (32.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; inactivated_forms_count_sum (5.000) is outside IQR bounds [-1.500, 2.500]"
Study_22,Site 462,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (45.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 294,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (90.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 2124,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (80.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 2114,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (38.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 2023,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (12.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 2021,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (52.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1980,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (41.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1972,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (6.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 193,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (13.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1904,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (4.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1827,1,0,1,0,0,STATISTICAL_OUTLIER,1,0.825,"max_days_page_missing_sum (53.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 168,5,0,5,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (2.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (43.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1676,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (11.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1672,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (30.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 547,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"subject_count is 3.9 standard deviations above the mean (109.000 vs mean 17.051); edrr_open_issues_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1667,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (5.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (4.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1660,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (17.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 148,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (5.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 147,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (3.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (29.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1398,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (3.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (20.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1389,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (25.000) is outside IQR bounds [0.000, 0.000]; max_days_page_missing_sum (14.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1388,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (4.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1364,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (5.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1363,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (3.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (6.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (21.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1737,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (7.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1726,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (22.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1722,3,0,3,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (15.000) is outside IQR bounds [0.000, 0.000]; edrr_open_issues_sum (2.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1718,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1703,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (15.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1700,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (79.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 17,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (8.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1695,5,0,5,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; missing_pages_count_sum (7.000) is outside IQR bounds [-1.500, 2.500]; max_days_outstanding_sum (13.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 169,4,0,4,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (5.000) is outside IQR bounds [0.000, 0.000]; uncoded_whodd_count_sum (1.000) is outside IQR bounds [0.000, 0.000]"
Study_22,Site 1688,2,0,2,0,0,STATISTICAL_OUTLIER,1,0.825,"missing_visit_count_sum (1.000) is outside IQR bounds [0.000, 0.000]; max_days_outstanding_sum (3.000) is outside IQR bounds [0.000, 0.000]"
