study,site_id,country,region,subject_count,avg_dqi_score,max_dqi_score,std_dqi_score,total_issue_types,avg_issue_types,high_risk_count,medium_risk_count,subjects_with_issues,sae_pending_count_sum,uncoded_meddra_count_sum,missing_visit_count_sum,missing_pages_count_sum,lab_issues_count_sum,max_days_outstanding_sum,max_days_page_missing_sum,uncoded_whodd_count_sum,edrr_open_issues_sum,inactivated_forms_count_sum,site_risk_category
Study_21,Site 941,BRA,AMERICA,54,0.033720104412923564,0.3416666666666667,0.08447861337319837,12,0.2222222222222222,8,0,8,10,1,0,1,0,0,51,0,1,0,Low
Study_21,Site 942,BRA,AMERICA,42,0.05031521139839238,0.33585009140767824,0.096033547736287,17,0.40476190476190477,7,3,10,7,0,5,0,0,59,0,0,0,0,Medium
Study_21,Site 943,BRA,AMERICA,44,0.014711921850079746,0.18333333333333335,0.04726126790722135,5,0.11363636363636363,3,2,5,3,0,0,0,0,0,0,0,0,2,Low
Study_21,Site 944,BRA,AMERICA,30,0.019955409356725146,0.18333333333333335,0.05609560804573326,4,0.13333333333333333,3,1,4,3,0,0,0,0,0,0,0,0,1,Low
Study_21,Site 945,BRA,AMERICA,19,0.05159097469450592,0.23333333333333334,0.0892793827340972,6,0.3157894736842105,4,1,5,5,0,1,0,0,69,0,0,0,0,Medium
Study_21,Site 946,BRA,AMERICA,10,0.03666666666666667,0.18333333333333335,0.07730012058189371,2,0.2,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 947,BRA,AMERICA,59,0.027966101694915257,0.18333333333333335,0.06648255309158703,9,0.15254237288135594,9,0,9,9,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 948,BRA,AMERICA,27,0.03395061728395062,0.18333333333333335,0.07257202162165444,5,0.18518518518518517,5,0,5,5,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 949,BRA,AMERICA,41,0.00894308943089431,0.18333333333333335,0.03998221149176666,2,0.04878048780487805,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 95,SVK,EMEA,19,0.01929824561403509,0.18333333333333335,0.057805324067756056,2,0.10526315789473684,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 950,BRA,AMERICA,125,0.054598561852528954,0.3581535648994516,0.09010566009287166,38,0.304,35,0,35,37,2,1,0,0,77,0,0,0,0,Medium
Study_21,Site 951,CAN,AMERICA,7,0.02619047619047619,0.18333333333333335,0.06929348671835833,1,0.14285714285714285,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 952,CAN,AMERICA,15,0.012222222222222223,0.18333333333333335,0.04733646312031287,1,0.06666666666666667,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 953,CAN,AMERICA,7,0.02619047619047619,0.18333333333333335,0.06929348671835833,1,0.14285714285714285,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 954,CAN,AMERICA,10,0.02323245614035088,0.18333333333333335,0.058322647931620474,2,0.2,1,1,2,1,0,0,0,0,0,0,0,0,2,Low
Study_21,Site 955,CAN,AMERICA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 956,CAN,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 957,CAN,AMERICA,22,0.06531977744344242,0.2916666666666667,0.09610366582984277,10,0.45454545454545453,6,2,8,6,1,1,0,0,22,0,0,0,2,Medium
Study_21,Site 958,CAN,AMERICA,44,0.030288087294968034,0.2326758409785933,0.07078308026612466,8,0.18181818181818182,7,0,7,7,0,0,0,0,0,0,2,0,0,Low
Study_21,Site 959,CAN,AMERICA,13,0.02820512820512821,0.18333333333333335,0.06884786481822433,2,0.15384615384615385,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 96,SVK,EMEA,20,0.011666666666666667,0.23333333333333334,0.05217491947499509,1,0.05,1,0,1,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 960,CAN,AMERICA,33,0.007030170122275386,0.18333333333333335,0.03276247855775674,2,0.06060606060606061,1,1,2,1,0,0,0,0,0,0,0,0,1,Low
Study_21,Site 961,CAN,AMERICA,20,0.009166666666666667,0.18333333333333335,0.040994579587496145,1,0.05,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 962,CAN,AMERICA,16,0.011458333333333334,0.18333333333333335,0.04583333333333334,1,0.0625,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 963,CAN,AMERICA,14,0.029761904761904764,0.23333333333333334,0.07628628362685569,2,0.14285714285714285,2,0,2,3,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 964,CAN,AMERICA,6,0.030555555555555558,0.18333333333333335,0.07484551991837489,1,0.16666666666666666,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 965,CAN,AMERICA,8,0.06875,0.18333333333333335,0.09488401440957371,3,0.375,3,0,3,3,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 966,CAN,AMERICA,19,0.06283357476259457,0.23333333333333334,0.09588261434945396,7,0.3684210526315789,6,0,6,8,0,0,0,0,0,0,1,0,0,Medium
Study_21,Site 967,CAN,AMERICA,6,0.061111111111111116,0.18333333333333335,0.09467292624062576,2,0.3333333333333333,2,0,2,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 968,CAN,AMERICA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 969,CAN,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 97,SVK,EMEA,26,0.007051282051282052,0.18333333333333335,0.03595462477533374,1,0.038461538461538464,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 970,CAN,AMERICA,18,0.020370370370370372,0.18333333333333335,0.05928648611999251,2,0.1111111111111111,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 971,CAN,AMERICA,8,0.02291666666666667,0.18333333333333335,0.06481812160876686,1,0.125,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 972,CAN,AMERICA,15,0.04888888888888889,0.18333333333333335,0.08391857983979496,4,0.26666666666666666,4,0,4,4,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 973,CAN,AMERICA,16,0.050729166666666665,0.23333333333333334,0.09139448226719646,5,0.3125,3,1,4,4,0,1,0,0,209,0,0,0,0,Medium
Study_21,Site 974,CAN,AMERICA,32,0.028310096789906668,0.34755027422303475,0.08026682273068274,9,0.28125,2,2,4,2,0,3,0,0,70,0,0,0,1,Low
Study_21,Site 975,CAN,AMERICA,16,0.03897889254385965,0.23333333333333334,0.08429830949755615,4,0.25,3,0,3,4,0,0,0,0,0,0,0,0,1,Low
Study_21,Site 976,CAN,AMERICA,4,0.09166666666666667,0.18333333333333335,0.10584754935143141,2,0.5,2,0,2,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 977,CAN,AMERICA,6,0.061111111111111116,0.18333333333333335,0.09467292624062576,2,0.3333333333333333,2,0,2,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 978,CAN,AMERICA,11,0.016666666666666666,0.18333333333333335,0.05527707983925667,1,0.09090909090909091,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 979,CAN,AMERICA,94,0.006789846957820082,0.24791666666666667,0.037900177165186816,5,0.05319148936170213,3,0,3,3,0,0,1,0,0,0,0,0,1,Low
Study_21,Site 98,SVK,EMEA,14,0.02619047619047619,0.18333333333333335,0.06657502859356827,2,0.14285714285714285,2,0,2,2,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 980,CAN,AMERICA,7,0.02619047619047619,0.18333333333333335,0.06929348671835833,1,0.14285714285714285,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 981,CAN,AMERICA,25,0.010916666666666668,0.18333333333333335,0.040133602112425934,2,0.08,1,1,2,1,0,0,1,0,0,0,0,0,0,Low
Study_21,Site 982,CAN,AMERICA,9,0.08148148148148149,0.18333333333333335,0.09662515072736716,4,0.4444444444444444,4,0,4,4,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 983,CAN,AMERICA,10,0.018333333333333333,0.18333333333333335,0.05797509043642029,1,0.1,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 984,CAN,AMERICA,48,0.025749150413711588,0.18333333333333335,0.0633004783474521,8,0.16666666666666666,6,1,7,6,0,0,1,0,0,63,0,0,0,Low
Study_21,Site 985,CAN,AMERICA,5,0.07333333333333333,0.18333333333333335,0.10041580220928047,2,0.4,2,0,2,2,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 986,CHL,AMERICA,56,0.018154761904761903,0.23333333333333334,0.058970698571776226,5,0.08928571428571429,5,0,5,8,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 987,CHL,AMERICA,56,0.055654761904761915,0.18333333333333335,0.08505950298243606,17,0.30357142857142855,17,0,17,17,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 988,CHL,AMERICA,44,0.024763257575757577,0.2916666666666667,0.06763500935678063,7,0.1590909090909091,5,1,6,5,1,0,0,0,0,0,0,2,0,Low
Study_21,Site 989,CHL,AMERICA,39,0.044152895397161454,0.23333333333333334,0.08539876037111523,10,0.2564102564102564,8,1,9,11,0,0,0,0,0,0,1,1,0,Medium
Study_21,Site 990,CHL,AMERICA,40,0.018333333333333333,0.18333333333333335,0.05570066518960168,4,0.1,4,0,4,4,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 991,CHL,AMERICA,34,0.04138222394220847,0.25699561403508775,0.08354315488844159,8,0.23529411764705882,7,0,7,29,0,0,0,0,0,0,0,0,1,Low
Study_21,Site 992,CHL,AMERICA,8,0.02291666666666667,0.18333333333333335,0.06481812160876686,1,0.125,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 993,CHL,AMERICA,49,0.020085038119545262,0.3416666666666667,0.06642306762392354,7,0.14285714285714285,4,1,5,5,1,0,0,0,0,0,1,0,1,Low
Study_21,Site 994,CHL,AMERICA,7,0.012797619047619047,0.08958333333333333,0.033859317373743265,1,0.14285714285714285,0,1,1,0,0,0,1,0,0,0,0,0,0,Low
Study_21,Site 995,NOR,EMEA,24,0.02743055555555556,0.2916666666666667,0.0763952017593504,4,0.16666666666666666,3,0,3,3,1,0,0,0,0,0,0,0,0,Low
Study_21,Site 996,NOR,EMEA,8,0.02291666666666667,0.18333333333333335,0.06481812160876686,1,0.125,1,0,1,1,0,0,0,0,0,0,0,0,0,Low
Study_21,Site 997,NOR,EMEA,33,0.05,0.18333333333333335,0.082915619758885,9,0.2727272727272727,9,0,9,9,0,0,0,0,0,0,0,0,0,Medium
Study_21,Site 998,NOR,EMEA,5,0.11000000000000001,0.18333333333333335,0.10041580220928047,3,0.6,3,0,3,3,0,0,0,0,0,0,0,0,0,High
Study_21,Site 999,NOR,EMEA,38,0.03991228070175439,0.23333333333333334,0.07870378892820099,8,0.21052631578947367,8,0,8,9,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 10,AUT,EMEA,9,0.02771633150517977,0.24944698354661793,0.08314899451553931,3,0.3333333333333333,1,0,1,0,0,1,2,0,19,0,0,0,0,Low
Study_22,Site 100,POL,EMEA,34,0.0038322427594891175,0.06883792048929666,0.015585987449980666,2,0.058823529411764705,0,2,2,0,0,0,0,0,0,0,1,1,0,Low
Study_22,Site 1001,COL,AMERICA,16,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1002,COL,AMERICA,22,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1008,MEX,AMERICA,22,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1009,MEX,AMERICA,10,0.006145833333333334,0.06145833333333334,0.019434831453118168,1,0.1,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 101,POL,EMEA,18,0.01751999212955975,0.24652193784277882,0.05940222955762866,4,0.2222222222222222,0,2,2,0,0,1,2,0,11,0,1,0,0,Low
Study_22,Site 1020,USA,AMERICA,7,0.037355889724310774,0.16416666666666666,0.060440731424778224,4,0.5714285714285714,0,3,3,0,0,0,2,0,0,524,0,0,2,Low
Study_22,Site 1022,USA,AMERICA,17,0.014307721260350577,0.2432312614259598,0.05899224601832087,3,0.17647058823529413,0,1,1,0,0,1,2,0,2,0,0,0,0,Low
Study_22,Site 1024,USA,AMERICA,21,0.004265873015873016,0.08958333333333333,0.01954868600030765,1,0.047619047619047616,0,1,1,0,0,0,1,0,0,0,0,0,0,Low
Study_22,Site 1025,USA,AMERICA,29,0.00975067253607239,0.14464007092198583,0.03647077961538467,4,0.13793103448275862,0,2,2,0,0,0,2,0,0,211,0,0,0,Low
Study_22,Site 1026,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1027,USA,AMERICA,1,0.10833333333333334,0.10833333333333334,0.0,1,1.0,0,1,1,0,0,0,4,0,0,0,0,0,0,High
Study_22,Site 1028,USA,AMERICA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1029,USA,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1030,USA,AMERICA,26,0.010865384615384614,0.2825,0.05540280817653699,3,0.11538461538461539,1,0,1,0,0,1,2,0,153,0,0,0,0,Low
Study_22,Site 1035,USA,AMERICA,27,0.0048558576306803256,0.13110815602836878,0.02523177639197806,2,0.07407407407407407,0,1,1,0,0,0,1,0,0,25,0,0,0,Low
Study_22,Site 1037,USA,AMERICA,6,0.0405385435709933,0.2432312614259598,0.09929874666451705,3,0.5,0,1,1,0,0,1,2,0,2,0,0,0,0,Low
Study_22,Site 1038,USA,AMERICA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1039,USA,AMERICA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1040,USA,AMERICA,27,0.01843692870201097,0.2505438756855576,0.0664276729328641,6,0.2222222222222222,2,0,2,0,0,2,4,0,35,0,0,0,0,Low
Study_22,Site 1041,USA,AMERICA,19,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1042,USA,AMERICA,5,0.048938756855575874,0.24469378427787936,0.10943038706340151,3,0.6,0,1,1,0,0,1,2,0,6,0,0,0,0,Medium
Study_22,Site 1044,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1047,USA,AMERICA,15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1048,USA,AMERICA,23,0.010333256244218316,0.14183156028368796,0.03493133981260668,3,0.13043478260869565,0,2,2,0,0,0,3,0,0,109,0,0,0,Low
Study_22,Site 1049,USA,AMERICA,22,0.008803864331387268,0.1936850152905199,0.0412937840072862,2,0.09090909090909091,0,1,1,0,1,0,0,0,0,0,4,0,0,Low
Study_22,Site 1051,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1052,USA,AMERICA,16,0.016471742021276596,0.13333333333333333,0.04501296952594847,3,0.1875,0,2,2,0,1,0,1,0,0,18,0,0,0,Low
Study_22,Site 1054,USA,AMERICA,14,0.017478127448419953,0.24469378427787936,0.0653971646743569,3,0.21428571428571427,0,1,1,0,0,1,2,0,6,0,0,0,0,Low
Study_22,Site 1056,USA,AMERICA,24,0.003993055555555555,0.09583333333333333,0.019561897251393436,1,0.041666666666666664,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 1057,USA,AMERICA,13,0.034844108019639934,0.4529734042553192,0.1256322181126178,4,0.3076923076923077,1,0,1,3,1,0,1,0,0,131,0,0,0,Low
Study_22,Site 1058,USA,AMERICA,36,0.0035993400315208826,0.12957624113475177,0.021596040189125292,2,0.05555555555555555,0,1,1,0,0,0,1,0,0,13,0,0,0,Low
Study_22,Site 1059,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1067,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1072,USA,AMERICA,7,0.019047619047619046,0.13333333333333333,0.05039526306789696,1,0.14285714285714285,0,1,1,0,0,0,10,0,0,0,0,0,0,Low
Study_22,Site 1073,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1074,USA,AMERICA,8,0.015755208333333333,0.12604166666666666,0.044562458606027214,2,0.25,0,1,1,0,0,0,1,0,0,0,0,1,0,Low
Study_22,Site 1080,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1083,USA,AMERICA,13,0.004727564102564103,0.06145833333333334,0.017045474779837772,1,0.07692307692307693,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 1084,USA,AMERICA,15,0.0032441520467836257,0.048662280701754386,0.012564546849757687,1,0.06666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,1,Low
Study_22,Site 1088,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 109,IND,ASIA,49,0.010062119911950156,0.24798446069469837,0.04928432454955925,6,0.12244897959183673,1,1,2,0,0,2,4,0,22,0,0,0,0,Low
Study_22,Site 1090,USA,AMERICA,11,0.04475569220541798,0.2461563071297989,0.09957512904682199,6,0.5454545454545454,0,2,2,0,0,2,4,0,20,0,0,0,0,Medium
Study_22,Site 1092,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1093,USA,AMERICA,4,0.017209480122324164,0.06883792048929666,0.03441896024464833,1,0.25,0,1,1,0,0,0,0,0,0,0,1,0,0,Low
Study_22,Site 1095,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1099,USA,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 11,CZE,EMEA,21,0.004563492063492063,0.09583333333333333,0.020912547814282603,1,0.047619047619047616,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 1100,USA,AMERICA,21,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1102,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1103,USA,AMERICA,17,0.03128400903322938,0.24432815356489945,0.06643164400227332,6,0.35294117647058826,0,4,4,0,0,1,8,0,5,0,0,0,0,Low
Study_22,Site 1106,USA,AMERICA,11,0.09732308184078174,0.29947368421052634,0.11467131861055903,15,1.3636363636363635,2,4,6,0,0,2,12,0,241,103,0,1,8,Medium
Study_22,Site 1108,USA,AMERICA,5,0.012291666666666668,0.06145833333333334,0.027485002223434918,1,0.2,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 1109,USA,AMERICA,23,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1110,USA,AMERICA,13,0.019778863732245817,0.2571252285191956,0.07131370735702734,3,0.23076923076923078,1,0,1,0,0,1,2,0,40,0,0,0,0,Low
Study_22,Site 1112,USA,AMERICA,14,0.01861842105263158,0.21166666666666664,0.05707611636476779,3,0.21428571428571427,0,2,2,0,0,1,0,0,131,0,0,0,2,Low
Study_22,Site 1113,USA,AMERICA,52,0.017214939650578423,0.25237202925045704,0.05433625327061108,12,0.23076923076923078,1,5,6,0,0,2,10,0,38,0,0,1,2,Low
Study_22,Site 1114,USA,AMERICA,23,0.016172667779455797,0.27613802559414996,0.060083452473662265,4,0.17391304347826086,1,1,2,0,0,1,4,0,92,0,0,0,0,Low
Study_22,Site 1115,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1116,USA,AMERICA,9,0.05697643713183018,0.26370658135283365,0.11311821906975096,6,0.6666666666666666,2,0,2,0,0,2,4,0,76,0,0,0,0,Medium
Study_22,Site 1117,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1120,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1121,USA,AMERICA,20,0.005974780701754385,0.11949561403508771,0.026720031599553405,2,0.1,0,1,1,0,0,0,2,0,0,0,0,0,1,Low
Study_22,Site 1123,USA,AMERICA,25,0.006041666666666667,0.08958333333333333,0.0213011706881379,2,0.08,0,2,2,0,0,0,1,0,0,0,0,1,0,Low
Study_22,Site 1125,USA,AMERICA,16,0.008657025709219859,0.13851241134751774,0.03462810283687943,2,0.125,0,1,1,0,0,0,1,0,0,83,0,0,0,Low
Study_22,Site 1128,USA,AMERICA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1129,USA,AMERICA,12,0.01766819571865444,0.07434250764525996,0.03199168266644379,3,0.25,0,3,3,0,0,0,0,0,0,0,4,0,0,Low
Study_22,Site 113,BEL,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1136,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1137,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1139,USA,AMERICA,5,0.02291666666666667,0.11458333333333334,0.05124322448437018,1,0.2,0,1,1,0,0,0,5,0,0,0,0,0,0,Low
Study_22,Site 1140,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1145,USA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1148,USA,AMERICA,15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1152,USA,AMERICA,11,0.020619439071566728,0.1309804964539007,0.0465436830141336,3,0.2727272727272727,0,2,2,0,0,0,3,0,0,24,0,0,0,Low
Study_22,Site 1153,USA,AMERICA,8,0.030403907678244975,0.2432312614259598,0.08599523717542705,3,0.375,0,1,1,0,0,1,2,0,2,0,0,0,0,Low
Study_22,Site 1155,USA,AMERICA,18,0.020058911665857326,0.2432312614259598,0.058940532039177505,5,0.2777777777777778,0,3,3,0,0,1,2,0,2,0,1,0,2,Low
Study_22,Site 1156,USA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1157,USA,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1161,USA,AMERICA,13,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1162,USA,AMERICA,2,0.03072916666666667,0.06145833333333334,0.043457604260423235,1,0.5,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 1163,USA,AMERICA,13,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1164,USA,AMERICA,94,0.019824032115860854,0.3125,0.0723493064104309,19,0.20212765957446807,6,1,7,0,0,9,17,0,1080,0,0,0,0,Low
Study_22,Site 1166,USA,AMERICA,29,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1169,USA,AMERICA,4,0.01614583333333333,0.06458333333333333,0.03229166666666666,1,0.25,0,1,1,0,0,0,0,0,0,0,0,2,0,Low
Study_22,Site 1170,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1171,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1172,USA,AMERICA,36,0.025939245632744263,0.25273765996343694,0.0705839301906812,12,0.3333333333333333,2,4,6,0,0,3,6,0,60,0,0,3,0,Low
Study_22,Site 1173,USA,AMERICA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1174,USA,AMERICA,5,0.012291666666666668,0.06145833333333334,0.027485002223434918,1,0.2,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 1175,USA,AMERICA,13,0.09823182886903661,0.2825,0.13314956212495924,14,1.0769230769230769,4,1,5,0,0,4,21,0,437,0,0,0,2,Medium
Study_22,Site 1177,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1179,USA,AMERICA,31,0.058238497867154175,0.26443784277879345,0.10541674449412569,22,0.7096774193548387,3,5,8,0,0,7,14,0,127,0,0,1,0,Medium
Study_22,Site 1180,USA,AMERICA,16,0.009030975877192983,0.14449561403508773,0.03612390350877194,2,0.125,0,1,1,0,0,0,6,0,0,0,0,0,1,Low
Study_22,Site 1181,USA,AMERICA,15,0.012777777777777777,0.09583333333333333,0.03372047013047276,2,0.13333333333333333,0,2,2,0,0,0,4,0,0,0,0,0,0,Low
Study_22,Site 1182,USA,AMERICA,8,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1184,USA,AMERICA,2,0.1216156307129799,0.2432312614259598,0.1719904743508541,3,1.5,0,1,1,0,0,1,2,0,2,0,0,0,0,High
Study_22,Site 1187,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1188,USA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1189,USA,AMERICA,13,0.019160104064126,0.24908135283363803,0.06908273764643227,3,0.23076923076923078,1,0,1,0,0,1,2,0,18,0,0,0,0,Low
Study_22,Site 1191,USA,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 1192,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 12,FRA,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 124,BGR,EMEA,24,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 125,BGR,EMEA,60,0.016868098999826688,0.282392155711722,0.06380023157335729,13,0.21666666666666667,1,3,4,0,0,4,8,0,18,0,1,0,0,Low
